delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
675197.000,48355.000,14652.000,8591.000,6532.000,11650.000,4268.000,1438.000,50.000,43.000,-174.000,0.000
324243.000,16691.000,4004.000,13706.000,13961.000,11316.000,2270.000,514.000,63.000,38.000,297.000,0.000
168108.000,26156.000,9061.000,4234.000,7723.000,4510.000,3783.000,1051.000,69.000,30.000,-59.000,0.000
704632.000,79291.000,36539.000,97040.000,157310.000,60103.000,8324.000,2596.000,87.000,29.000,20.000,0.000
2269007.000,645772.000,88005.000,182658.000,229682.000,141338.000,30212.000,15576.000,83.000,35.000,-7.000,0.000
963794.000,41740.000,48113.000,56180.000,61830.000,47457.000,10514.000,4787.000,83.000,30.000,86.000,0.000
678758.000,91500.000,34083.000,123006.000,31453.000,29286.000,8961.000,1147.000,83.000,40.000,193.000,0.000
1556745.000,70220.000,33830.000,23886.000,8820.000,41919.000,8836.000,2128.000,83.000,60.000,23.000,0.000
663253.000,103241.000,47032.000,75383.000,76032.000,25134.000,3949.000,3060.000,84.000,60.000,48.000,0.000
542922.000,231146.000,73774.000,147322.000,325253.000,282355.000,14485.000,8956.000,78.000,74.000,-150.000,0.000
1707706.000,265691.000,131099.000,160295.000,127436.000,54032.000,19591.000,6295.000,83.000,57.000,100.000,0.000
149657.000,20540.000,5517.000,15726.000,15306.000,17083.000,2406.000,1048.000,78.000,51.000,-549.000,0.000
761308.000,19384.000,18223.000,18967.000,14255.000,11000.000,2535.000,530.000,77.000,48.000,100.000,0.000
2106246.000,1032085.000,74899.000,270835.000,223212.000,88817.000,24904.000,8275.000,83.000,56.000,231.000,0.000
864447.000,13169.000,22400.000,4029.000,13111.000,5835.000,1474.000,669.000,48.000,54.000,40.000,0.000
2837179.000,547705.000,35798.000,114854.000,321289.000,132984.000,33757.000,25612.000,54.000,57.000,551.000,0.000
151805.000,39538.000,8426.000,1154.000,5684.000,3542.000,1376.000,1012.000,44.000,40.000,97.000,0.000
1031373.000,403561.000,153428.000,79818.000,172101.000,129370.000,46384.000,8027.000,29.000,14.000,151.000,0.000
395544.000,80436.000,66729.000,34788.000,106162.000,20597.000,6981.000,3537.000,48.000,20.000,-69.000,0.000
1695524.000,100272.000,35857.000,41016.000,12785.000,21318.000,6340.000,2334.000,44.000,13.000,67.000,0.000
177762.000,120507.000,32284.000,56294.000,8274.000,22413.000,7615.000,2478.000,37.000,35.000,-156.000,0.000
452459.000,142858.000,12344.000,32279.000,22401.000,69233.000,5168.000,2076.000,41.000,51.000,38.000,0.000
772644.000,79829.000,12952.000,27952.000,92797.000,29829.000,12846.000,1168.000,51.000,40.000,230.000,0.000
2067344.000,170040.000,53129.000,42193.000,25433.000,12544.000,9166.000,4391.000,63.000,23.000,280.000,0.000
1622275.000,67493.000,72031.000,27560.000,9998.000,29536.000,2227.000,2880.000,47.000,20.000,346.000,0.000
181238.000,8705.000,6688.000,1783.000,1751.000,2520.000,919.000,312.000,54.000,29.000,105.000,0.000
2580813.000,312227.000,26309.000,128753.000,149589.000,141506.000,30921.000,2516.000,40.000,53.000,12.000,0.000
364446.000,68912.000,8130.000,20251.000,104960.000,59255.000,2791.000,7410.000,41.000,57.000,-883.000,0.000
1477721.000,71107.000,71424.000,21252.000,14036.000,11279.000,5771.000,2042.000,81.000,37.000,141.000,0.000
704121.000,146255.000,54357.000,20112.000,13055.000,34224.000,11300.000,1936.000,81.000,37.000,-327.000,0.000
502541.000,166282.000,51332.000,10661.000,24409.000,15628.000,5032.000,943.000,80.000,24.000,104.000,0.000
120669.000,41342.000,6416.000,6023.000,4563.000,13706.000,1407.000,348.000,70.000,13.000,320.000,0.000
501507.000,13358.000,23295.000,15481.000,7486.000,12441.000,1820.000,1021.000,67.000,13.000,-9.000,0.000
1807096.000,64411.000,47397.000,66185.000,57691.000,30317.000,7676.000,4164.000,54.000,48.000,330.000,0.000
2580078.000,66164.000,76879.000,37242.000,83867.000,23018.000,33541.000,8357.000,56.000,56.000,-227.000,0.000
532571.000,244486.000,20177.000,17287.000,60901.000,67878.000,9469.000,4280.000,63.000,67.000,59.000,0.000
2329892.000,1021686.000,99894.000,95339.000,123244.000,122426.000,40164.000,4797.000,63.000,57.000,-4.000,0.000
1013353.000,32842.000,32554.000,17223.000,10792.000,23994.000,8759.000,5571.000,50.000,27.000,90.000,0.000
1591688.000,281849.000,19783.000,19405.000,72113.000,38379.000,15038.000,3032.000,56.000,26.000,244.000,0.000
1118711.000,54197.000,34291.000,23576.000,38165.000,37169.000,4805.000,3441.000,56.000,1.000,-765.000,0.000
3647443.000,165661.000,36694.000,27836.000,128769.000,53560.000,5835.000,3181.000,61.000,21.000,204.000,0.000
1016085.000,565324.000,214817.000,119444.000,44424.000,343952.000,30414.000,6626.000,75.000,24.000,16.000,0.000
1584197.000,521874.000,94368.000,235911.000,311097.000,68961.000,18201.000,4956.000,80.000,14.000,241.000,0.000
700630.000,250221.000,19866.000,38117.000,32385.000,87011.000,21591.000,10643.000,74.000,34.000,-459.000,0.000
965790.000,62975.000,13657.000,21319.000,17489.000,9163.000,2743.000,749.000,69.000,17.000,-42.000,0.000
1110146.000,256080.000,196832.000,71623.000,75766.000,73311.000,16377.000,3988.000,56.000,29.000,-469.000,0.000
1150574.000,36328.000,9855.000,8641.000,9111.000,6434.000,2778.000,812.000,40.000,40.000,102.000,0.000
3046201.000,205104.000,30996.000,242163.000,141506.000,225942.000,46883.000,15295.000,44.000,40.000,1510.000,0.000
316167.000,9886.000,3378.000,2534.000,1220.000,1279.000,264.000,161.000,51.000,57.000,279.000,0.000
1053282.000,24368.000,55930.000,22678.000,24577.000,18994.000,13544.000,3573.000,51.000,57.000,185.000,0.000
1005892.000,77456.000,22306.000,68763.000,11583.000,24023.000,6290.000,1040.000,63.000,70.000,-122.000,0.000
120810.000,21621.000,13561.000,16762.000,11065.000,14166.000,1939.000,418.000,63.000,75.000,113.000,0.000
1856565.000,282090.000,82303.000,301118.000,356120.000,87672.000,41875.000,11243.000,77.000,83.000,-148.000,0.000
1419355.000,601267.000,127919.000,93728.000,128899.000,67638.000,18848.000,11582.000,56.000,83.000,77.000,0.000
2104159.000,66409.000,25580.000,23582.000,32919.000,58685.000,7507.000,3218.000,44.000,61.000,242.000,0.000
1328176.000,172869.000,34022.000,139585.000,91634.000,52082.000,16495.000,2077.000,64.000,47.000,315.000,0.000
1188286.000,113669.000,16826.000,31773.000,58005.000,16288.000,6566.000,6736.000,60.000,27.000,290.000,0.000
1173662.000,135468.000,26897.000,19119.000,71144.000,8018.000,7992.000,759.000,63.000,26.000,-828.000,0.000
745044.000,126964.000,10918.000,20634.000,51348.000,22009.000,9867.000,3321.000,43.000,29.000,246.000,0.000
1918348.000,82922.000,331949.000,149294.000,283549.000,162806.000,29089.000,10224.000,47.000,13.000,323.000,0.000
251366.000,110996.000,16043.000,52893.000,75190.000,44076.000,5978.000,1470.000,67.000,26.000,338.000,0.000
858457.000,44006.000,56916.000,24186.000,59693.000,20120.000,7250.000,1082.000,66.000,48.000,359.000,0.000
818386.000,250787.000,21839.000,384303.000,106672.000,55539.000,10693.000,12382.000,57.000,53.000,493.000,0.000
1960298.000,115103.000,90884.000,288879.000,109583.000,74027.000,14539.000,5260.000,38.000,64.000,80.000,0.000
575576.000,165974.000,12784.000,15457.000,25904.000,9237.000,2981.000,719.000,43.000,80.000,146.000,0.000
727609.000,104302.000,32765.000,76899.000,26770.000,7742.000,1357.000,912.000,26.000,57.000,69.000,0.000
137969.000,145427.000,8545.000,31547.000,30144.000,39172.000,6870.000,2596.000,14.000,51.000,245.000,0.000
delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
39.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,28.000,0.000
649.000,1080.000,511.000,935.000,263.000,131.000,23.000,7.000,0.000,0.000,34.000,0.000
1001655.000,425968.000,234796.000,104709.000,267756.000,213825.000,60679.000,23146.000,0.000,0.000,-534.000,0.000
984547.000,688318.000,139862.000,34495.000,47092.000,29222.000,22638.000,7765.000,0.000,0.000,-51.000,0.000
37469.000,31482.000,8483.000,6716.000,14303.000,22797.000,1448.000,1722.000,0.000,0.000,-56.000,0.000
1088667.000,72830.000,67919.000,32463.000,44329.000,64052.000,3927.000,1584.000,0.000,0.000,68.000,0.000
907275.000,92425.000,35886.000,48710.000,43484.000,42982.000,5325.000,3806.000,0.000,0.000,332.000,0.000
407432.000,6794.000,4874.000,3573.000,8530.000,4385.000,2255.000,195.000,47.000,51.000,109.000,0.000
688332.000,72573.000,30083.000,25847.000,34756.000,25906.000,7287.000,1945.000,56.000,63.000,315.000,0.000
957433.000,275113.000,36131.000,42934.000,41091.000,82368.000,8460.000,4677.000,61.000,69.000,-13.000,0.000
983322.000,47523.000,56160.000,89919.000,88051.000,67976.000,6399.000,3317.000,69.000,60.000,-668.000,0.000
980347.000,81320.000,122082.000,136723.000,66003.000,51665.000,14548.000,8941.000,50.000,53.000,97.000,0.000
36344.000,53558.000,1743.000,8425.000,4957.000,3287.000,930.000,652.000,54.000,80.000,122.000,0.000
1537215.000,2259456.000,378419.000,68674.000,435641.000,445709.000,94159.000,15557.000,61.000,10.000,124.000,0.000
535202.000,53097.000,18663.000,5004.000,8940.000,13813.000,2559.000,759.000,57.000,1.000,180.000,0.000
297310.000,68957.000,26124.000,54257.000,47293.000,45536.000,4318.000,1008.000,54.000,48.000,323.000,0.000
701495.000,518105.000,37736.000,181984.000,69431.000,185682.000,6618.000,9004.000,56.000,47.000,553.000,0.000
2484200.000,317983.000,355683.000,88621.000,371931.000,77143.000,52706.000,13969.000,67.000,69.000,215.000,0.000
